field_1,fid,SciName,Longitude,Latitude,issues,countryCod,individual,occurrence,coordinate,institutio,gbifID,references,basisOfRec,year,month,day,eventDate,geodeticDa,datasetNam,layer,path,nutrientavailability,nutrientretention,rootingcapability,oxygenavailability,excesssalts,toxicity,workability
1101,3365,Geranium lucidum,-2.740742,51.341241,fpwktinv,GBR,NA,PRESENT,707.1,BRERC,2960187737,NA,HUMAN_OBSERVATION,1992,5,20,1992-05-20,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,2,1,1,1,1
1102,3361,Geranium lucidum,-2.799885,51.439762,fpwktinv,GBR,NA,PRESENT,707.1,BRERC,2959037835,NA,HUMAN_OBSERVATION,1992,5,21,1992-05-21,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,2,1,1,1
1103,3352,Geranium lucidum,13.676114,58.692574,gass84,SWE,NA,PRESENT,100,ArtDatabanken,853211330,NA,HUMAN_OBSERVATION,1992,5,23,1992-05-23,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,7,7,7,7,7,7,7
1104,3368,Geranium lucidum,-3.577642,50.390925,fpwktinv,GBR,NA,PRESENT,70.7,BSBI,3099876784,NA,HUMAN_OBSERVATION,1992,5,23,1992-05-23,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,1,3,1,1,1,2
1105,3366,Geranium lucidum,-2.813951,51.421681,fpwktinv,GBR,NA,PRESENT,707.1,BRERC,2960317081,NA,HUMAN_OBSERVATION,1992,5,26,1992-05-26,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,2,1,1,1
1106,3367,Geranium lucidum,-7.870642,54.399898,fpwktinv,GBR,NA,PRESENT,70.7,CEDaR,3054709063,NA,HUMAN_OBSERVATION,1992,5,30,1992-05-30,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,1,3,1,1,1
1107,3369,Geranium lucidum,-2.51,38.51,"gass84,osiic,colmafu,inmafu",ESP,1,PRESENT,707,COA,164172674,NA,PRESERVED_SPECIMEN,1992,6,9,1992-06-09,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,4,1,1,1,3
1108,3370,Geranium lucidum,14.091656,57.885209,gass84,SWE,NA,PRESENT,100,ArtDatabanken,853157979,NA,HUMAN_OBSERVATION,1992,6,12,1992-06-12,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,3,2,2,1,1,1,2
1109,3371,Geranium lucidum,-2.468166,51.360631,fpwktinv,GBR,NA,PRESENT,707.1,BRERC,2958436717,NA,HUMAN_OBSERVATION,1992,6,27,1992-06-27,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,2,1,1,1,2
1110,3373,Geranium lucidum,16.322973,57.254572,gass84,SWE,NA,PRESENT,50,F<U+FFFD>reningen Sm<U+FFFD>lands flora,2246058540,NA,HUMAN_OBSERVATION,1992,7,31,1992-07-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,3,2,2,1,1,1,2
1111,3376,Geranium lucidum,-2.670673,51.458556,fpwktinv,GBR,NA,PRESENT,707.1,BRERC,2960057780,NA,HUMAN_OBSERVATION,1992,7,1,1992-07-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,1,2,1,1,1,2
1112,3377,Geranium lucidum,-2.347128,54.195908,fpwktinv,GBR,NA,PRESENT,70.7,BSBI,3099004297,NA,HUMAN_OBSERVATION,1992,7,8,1992-07-08,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,1,2,1,1,1
1113,3372,Geranium lucidum,-0.07,40.42,"gass84,osiic,colmafu,inmafu",ESP,1,PRESENT,707,VAL,895283221,NA,PRESERVED_SPECIMEN,1992,7,18,1992-07-18,WGS84,Colecci<U+FFFD>n de plantas vasculares del herbario de la Universitat de Val<U+FFFD>ncia (VAL),"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,4,1,1,1,3
1114,3375,Geranium lucidum,-2.482339,51.34259,fpwktinv,GBR,NA,PRESENT,707.1,BRERC,2959900631,NA,HUMAN_OBSERVATION,1992,7,18,1992-07-18,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,2,1,1,1,2
1115,3374,Geranium lucidum,-2.927715,51.357893,fpwktinv,GBR,NA,PRESENT,707.1,BRERC,2959464371,NA,HUMAN_OBSERVATION,1992,7,29,1992-07-29,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0,0,0,0,0,0
1116,3378,Geranium lucidum,17.197141,58.993897,"cdround,gass84",SWE,NA,PRESENT,25,ArtDatabanken,3077873968,NA,HUMAN_OBSERVATION,1992,8,15,1992-08-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,2,1,1,1,2
1117,3379,Geranium lucidum,13.853908,56.172018,gass84,SWE,NA,PRESENT,100,Lunds Botaniska f<U+FFFD>rening,1436515329,NA,HUMAN_OBSERVATION,1992,9,7,1992-09-07,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,3,2,1,1,1,1,1
1118,3381,Geranium lucidum,-2.926445,51.294959,fpwktinv,GBR,NA,PRESENT,707.1,BRERC,2958081340,NA,HUMAN_OBSERVATION,1992,9,22,1992-09-22,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,1,1,1,1
1119,3380,Geranium lucidum,-5.419397,56.293639,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,2940343427,NA,HUMAN_OBSERVATION,1992,9,28,1992-09-28,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,3,2,1,3,1,1,1
1120,3382,Geranium lucidum,15.060417,56.184738,"cdround,gass84",SWE,NA,PRESENT,50,ArtDatabanken,1433264895,NA,HUMAN_OBSERVATION,1992,10,2,1992-10-02,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,2,1,1,1,2
1121,3390,Geranium lucidum,-2.425664,51.423735,fpwktinv,GBR,NA,PRESENT,707.1,BRERC,2958520280,NA,HUMAN_OBSERVATION,1992,12,31,1992-12-31,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,2,1,1,1,1
1122,3391,Geranium lucidum,-2.310061,51.343173,fpwktinv,GBR,NA,PRESENT,707.1,BRERC,2958618711,NA,HUMAN_OBSERVATION,1992,12,31,1992-12-31,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,2,1,1,1,1
1123,3392,Geranium lucidum,-2.51126,51.425641,fpwktinv,GBR,NA,PRESENT,70.7,BRERC,2959451127,NA,HUMAN_OBSERVATION,1992,12,31,1992-12-31,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,4,4,4,4,4,4,4
1124,3393,Geranium lucidum,-2.697949,51.359487,fpwktinv,GBR,NA,PRESENT,707.1,BRERC,2959703906,NA,HUMAN_OBSERVATION,1992,12,31,1992-12-31,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,2,1,1,1,1
1125,3394,Geranium lucidum,-2.912284,51.304062,fpwktinv,GBR,NA,PRESENT,707.1,BRERC,2960167923,NA,HUMAN_OBSERVATION,1992,12,31,1992-12-31,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,1,1,1,1
1126,3306,Geranium lucidum,-0.157663,52.043533,fpwktinv,GBR,NA,PRESENT,70.7,BSBI,3101217039,NA,HUMAN_OBSERVATION,1993,1,NA,1993-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,2,1,1,1,2
1127,3334,Geranium lucidum,15.057489,57.971586,gass84,SWE,NA,PRESENT,100,ArtDatabanken,1428996261,NA,HUMAN_OBSERVATION,1993,12,31,1993-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,2,1,1,1,2
1128,3335,Geranium lucidum,16.425722,57.058349,gass84,SWE,NA,PRESENT,50,F<U+FFFD>reningen Sm<U+FFFD>lands flora,2246056750,NA,HUMAN_OBSERVATION,1993,12,31,1993-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,3,2,2,2,1,1,2
1129,3336,Geranium lucidum,14.412157,57.835207,"cdround,gass84",SWE,NA,PRESENT,50,F<U+FFFD>reningen Sm<U+FFFD>lands flora,2246061107,NA,HUMAN_OBSERVATION,1993,12,31,1993-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,2,1,1,1,2
1130,3337,Geranium lucidum,1.253342,52.093951,fpwktinv,GBR,NA,PRESENT,70.7,BSBI,3099384435,NA,HUMAN_OBSERVATION,1993,NA,NA,1993-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,1,1,1,1
1131,3338,Geranium lucidum,0.819032,52.014313,fpwktinv,GBR,NA,PRESENT,70.7,BSBI,3101064677,NA,HUMAN_OBSERVATION,1993,NA,NA,1993-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,2,1,1,1
1132,3339,Geranium lucidum,1.405303,52.152616,fpwktinv,GBR,NA,PRESENT,70.7,BSBI,3102070344,NA,HUMAN_OBSERVATION,1993,NA,NA,1993-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,1,1,1,1,1
1133,3340,Geranium lucidum,1.353063,52.119037,fpwktinv,GBR,NA,PRESENT,70.7,BSBI,3103364184,NA,HUMAN_OBSERVATION,1993,NA,NA,1993-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,1,1,1,1,1
1134,3307,Geranium lucidum,2.28,41.67,"gass84,colmano,diffown",ESP,NA,PRESENT,500,BCN,3033655797,NA,PRESERVED_SPECIMEN,1993,3,10,1993-03-10,WGS84,Col<U+FFFD>lecci<U+FFFD> de Corm<U+FFFD>fits de l'herbari BCN,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,4,1,1,1,3
1135,3310,Geranium lucidum,-2.81027,55.951863,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,2941368106,NA,HUMAN_OBSERVATION,1993,4,9,1993-04-09,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,2,1,1,1
1136,3308,Geranium lucidum,-6.823,42.625,"gass84,osiic,colmafu,inmafu",ESP,1,PRESENT,707,LEB,1851335073,NA,PRESERVED_SPECIMEN,1993,4,14,1993-04-14,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,4,1,2,1,4
1137,3312,Geranium lucidum,-7.732567,54.205176,fpwktinv,GBR,NA,PRESENT,707.1,CEDaR,3054163253,NA,HUMAN_OBSERVATION,1993,4,14,1993-04-14,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,1,3,1,1,1
1138,3309,Geranium lucidum,-3.292923,52.082755,fpwktinv,GBR,NA,PRESENT,707.1,BIS,2939133354,NA,HUMAN_OBSERVATION,1993,4,16,1993-04-16,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,3,1,1,1,2
1139,3311,Geranium lucidum,-4.122944,55.102634,fpwktinv,GBR,NA,PRESENT,70.7,BSBI,2955604460,NA,HUMAN_OBSERVATION,1993,4,21,1993-04-21,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,3,2,1,3,1,1,1
1140,3317,Geranium lucidum,0.82386,52.252516,fpwktinv,GBR,NA,PRESENT,70.7,BSBI,3102211699,NA,HUMAN_OBSERVATION,1993,5,NA,1993-05-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,1,1,1,1
1141,3313,Geranium lucidum,-5.2039,36.49042,"gass84,osiic,colmano,inmafu",ESP,1,PRESENT,500,MGC,199480281,NA,PRESERVED_SPECIMEN,1993,5,20,1993-05-20,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,2,1,1,1,2
1142,3314,Geranium lucidum,13.877318,58.828644,"cdround,gass84",SWE,NA,PRESENT,100,ArtDatabanken,853234799,NA,HUMAN_OBSERVATION,1993,5,23,1993-05-23,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,7,7,7,7,7,7,7
1143,3315,Geranium lucidum,-3.659469,55.961323,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,2941991816,NA,HUMAN_OBSERVATION,1993,5,23,1993-05-23,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,1,1,3,1,1,1
1144,3316,Geranium lucidum,11.83092,58.267084,"cdround,gass84",SWE,NA,PRESENT,100,F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora,3049312114,NA,HUMAN_OBSERVATION,1993,5,24,1993-05-24,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0,0,0,0,0,0
1145,3320,Geranium lucidum,6.0923,60.6718,"incomis,inmafu",NOR,NA,PRESENT,71,BG,1144173091,NA,PRESERVED_SPECIMEN,1993,6,9,1993-06-09,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,3,1,1,1,3
1146,3319,Geranium lucidum,14.574932,58.170922,"cdround,gass84",SWE,NA,PRESENT,100,ArtDatabanken,1062238206,NA,HUMAN_OBSERVATION,1993,6,11,1993-06-11,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,7,7,7,7,7,7,7
1147,3318,Geranium lucidum,13.691241,58.499748,"cdround,gass84",SWE,NA,PRESENT,100,ArtDatabanken,853190452,NA,HUMAN_OBSERVATION,1993,6,13,1993-06-13,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,2,1,1,1,2
1148,3322,Geranium lucidum,-7.839172,54.376054,fpwktinv,GBR,NA,PRESENT,707.1,CEDaR,3054123506,NA,HUMAN_OBSERVATION,1993,6,13,1993-06-13,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,1,3,1,1,1
1149,3321,Geranium lucidum,-0.33,40.42,"gass84,colmano,inmano",ESP,NA,PRESENT,707,BDBCV,1501076288,NA,HUMAN_OBSERVATION,1993,6,20,1993-06-20,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,3,1,1,1,2
1150,3324,Geranium lucidum,7.817188417,58.68238176,"cdrep,incomis,inmafu",NOR,NA,PRESENT,707,O,1702006417,NA,PRESERVED_SPECIMEN,1993,7,8,1993-07-08,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,3,3,2,1,1,1,2
1151,3323,Geranium lucidum,-0.12,40.46,"gass84,colmano,inmano",ESP,NA,PRESENT,707,BDBCV,1501076273,NA,HUMAN_OBSERVATION,1993,7,11,1993-07-11,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,3,1,1,1,2
1152,3326,Geranium lucidum,-2.682014,55.943655,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,2940025823,NA,HUMAN_OBSERVATION,1993,7,17,1993-07-17,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,2,1,1,1
1153,3325,Geranium lucidum,16.182728,57.311641,gass84,SWE,NA,PRESENT,50,F<U+FFFD>reningen Sm<U+FFFD>lands flora,2246057138,NA,HUMAN_OBSERVATION,1993,7,26,1993-07-26,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,3,2,2,1,1,1,2
1154,3327,Geranium lucidum,6.577,59.9952,"incomis,inmafu",NOR,NA,PRESENT,71,BG,1144173560,NA,PRESERVED_SPECIMEN,1993,8,1,1993-08-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,3,1,1,1,2
1155,3329,Geranium lucidum,-2.498307,51.292619,fpwktinv,GBR,NA,PRESENT,70.7,BRERC,2957416851,NA,HUMAN_OBSERVATION,1993,8,12,1993-08-12,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,2,1,1,1,2
1156,3328,Geranium lucidum,16.426036,57.274761,"cdround,gass84",SWE,NA,PRESENT,50,F<U+FFFD>reningen Sm<U+FFFD>lands flora,2246056705,NA,HUMAN_OBSERVATION,1993,8,29,1993-08-29,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,3,2,2,2,1,1,2
1157,3332,Geranium lucidum,-0.207995,51.860426,fpwktinv,GBR,NA,PRESENT,707.1,Hertfordshire Natural History Society Flora Group,2971292823,NA,HUMAN_OBSERVATION,1993,10,12,1993-10-12,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,2,2,2,2,2
1158,3333,Geranium lucidum,-7.864383,54.430434,fpwktinv,GBR,NA,PRESENT,70.7,CEDaR,3054264650,NA,HUMAN_OBSERVATION,1993,10,17,1993-10-17,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,7,7,7,7,7,7,7
1159,3331,Geranium lucidum,16.22611,48.10333,NA,AUT,NA,PRESENT,100,W,2006617035,NA,HUMAN_OBSERVATION,1993,10,26,1993-10-26,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,3,1,1,1,3
1160,3300,Geranium lucidum,14.629262,58.19918,"cdround,gass84",SWE,NA,PRESENT,100,ArtDatabanken,1429656936,NA,HUMAN_OBSERVATION,1994,12,31,1994-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,1,1,1,1,1
1161,3301,Geranium lucidum,14.928976,58.043657,gass84,SWE,NA,PRESENT,50,F<U+FFFD>reningen Sm<U+FFFD>lands flora,2246061573,NA,HUMAN_OBSERVATION,1994,12,31,1994-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,3,2,2,1,1,1,2
1162,3302,Geranium lucidum,-3.16634,52.821295,fpwktinv,GBR,NA,PRESENT,707.1,SEDN,3058018414,NA,HUMAN_OBSERVATION,1994,NA,NA,1994-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,1,1,1,1
1163,3303,Geranium lucidum,-0.085488,51.787009,fpwktinv,GBR,30,PRESENT,70.7,BSBI,3103157679,NA,HUMAN_OBSERVATION,1994,NA,NA,1994-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,2,1,1,1
1164,3304,Geranium lucidum,-0.02554,51.732063,fpwktinv,GBR,NA,PRESENT,70.7,BSBI,3103957850,NA,HUMAN_OBSERVATION,1994,NA,NA,1994-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,2,4,2,2,2
1165,3305,Geranium lucidum,-0.082247,51.795049,fpwktinv,GBR,NA,PRESENT,70.7,BSBI,3106628078,NA,HUMAN_OBSERVATION,1994,NA,NA,1994-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,1,1,1,1
1166,3268,Geranium lucidum,-6.81,42.61,"gass84,osiic,colmafu,inmafu",ESP,1,PRESENT,707,ABH,318112800,NA,PRESERVED_SPECIMEN,1994,4,8,1994-04-08,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,4,1,2,1,4
1167,3270,Geranium lucidum,-6.636,42.406,"gass84,osiic,colmafu,inmafu",ESP,1,PRESENT,707,LEB,1851363264,NA,PRESERVED_SPECIMEN,1994,4,8,1994-04-08,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,4,1,2,1,4
1168,3269,Geranium lucidum,-0.45,38.64,"gass84,osiic,colmafu,inmafu",ESP,1,PRESENT,707,ABH,318112927,NA,PRESERVED_SPECIMEN,1994,4,27,1994-04-27,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,4,1,1,1,3
1169,3274,Geranium lucidum,-0.16,40.34,"gass84,colmano,inmano",ESP,NA,PRESENT,707,BDBCV,1501076725,NA,HUMAN_OBSERVATION,1994,5,1,1994-05-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,3,1,1,1,3
1170,3286,Geranium lucidum,-1.734953,53.932332,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3102651225,NA,HUMAN_OBSERVATION,1994,5,1,1994-05-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,1,1,1,1
1171,3289,Geranium lucidum,-2.039692,54.067432,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3106608828,NA,HUMAN_OBSERVATION,1994,5,1,1994-05-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,1,2,1,1,1
1172,3283,Geranium lucidum,11.266284,58.526141,gass84,SWE,NA,PRESENT,100,F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora,3049336110,NA,HUMAN_OBSERVATION,1994,5,4,1994-05-04,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,3,1,1,1,3
1173,3282,Geranium lucidum,11.292802,58.503071,"cdround,gass84",SWE,NA,PRESENT,100,F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora,3000629337,NA,HUMAN_OBSERVATION,1994,5,8,1994-05-08,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,2,2,3,1,1,1,3
1174,3273,Geranium lucidum,14.555537,58.120497,"cdround,gass84",SWE,NA,PRESENT,100,ArtDatabanken,854476652,NA,HUMAN_OBSERVATION,1994,5,14,1994-05-14,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,3,2,2,1,1,1,2
1175,3275,Geranium lucidum,-3.548824,55.998707,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,2940721020,NA,HUMAN_OBSERVATION,1994,5,16,1994-05-16,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,3,1,1,1
1176,3281,Geranium lucidum,11.854384,58.244804,gass84,SWE,NA,PRESENT,100,F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora,3000491540,NA,HUMAN_OBSERVATION,1994,5,18,1994-05-18,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0,0,0,0,0,0
1177,3288,Geranium lucidum,-0.076451,51.794954,fpwktinv,GBR,1,PRESENT,70.7,BSBI,3105703528,NA,HUMAN_OBSERVATION,1994,5,19,1994-05-19,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,1,1,1,1
1178,3280,Geranium lucidum,-0.270529,51.744467,fpwktinv,GBR,NA,PRESENT,707.1,Hertfordshire Natural History Society Flora Group,2970739326,NA,HUMAN_OBSERVATION,1994,5,20,1994-05-20,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,3,1,1,1
1179,3287,Geranium lucidum,-0.268512,51.740391,fpwktinv,GBR,NA,PRESENT,70.7,BSBI,3105262846,NA,HUMAN_OBSERVATION,1994,5,20,1994-05-20,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,3,1,1,1
1180,3276,Geranium lucidum,-2.423313,55.711205,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,2954321777,NA,HUMAN_OBSERVATION,1994,5,22,1994-05-22,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,1,1,1,2,1,1,1
