field_1,fid,SciName,decimallon,decimallat,issues,countryCod,occurrence,coordinate,institutio,references,basisOfRec,year,month,day,eventDate,geodeticDa
"180","8403995",Geranium lucidum,-123.305999999999997,45.435600000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2009","2","13",2009-02-13,WGS84
"181","8404126",Geranium lucidum,-123.025999999999996,42.457200000000000,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2017","4","20",04-20-17,WGS84
"182","8404426",Geranium lucidum,-123.043000000000006,42.260100000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2004","9","16",2004-09-16,WGS84
"183","8404861",Geranium lucidum,-123.552999999999997,44.304900000000004,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2007","8","15",2007-08-15,WGS84
"184","8404939",Geranium lucidum,-123.686000000000007,44.307400000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2008","3","16",2008-03-16,WGS84
"185","8405949",Geranium lucidum,-123.537000000000006,45.278300000000002,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2013","11","27",11-27-13,WGS84
"186","8405951",Geranium lucidum,-123.551000000000002,45.279100000000000,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2013","11","20",11-20-13,WGS84
"187","8405966",Geranium lucidum,-123.501000000000005,45.289400000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2013","11","20",11-20-13,WGS84
"188","8405969",Geranium lucidum,-123.522999999999996,45.230800000000002,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2013","10","29",10-29-13,WGS84
"189","8405978",Geranium lucidum,-123.558000000000007,45.277000000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2013","11","24",11-24-13,WGS84
"190","8405981",Geranium lucidum,-123.564999999999998,45.276200000000003,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2013","11","24",11-24-13,WGS84
"191","8406016",Geranium lucidum,-123.025000000000006,43.729300000000002,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2016","3","14",03-14-16,WGS84
"192","8406097",Geranium lucidum,-123.182000000000002,43.872500000000002,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2017","5","17",05-17-17,WGS84
"193","8406243",Geranium lucidum,-123.436000000000007,44.036200000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2014","7","28",07-28-14,WGS84
"194","8406292",Geranium lucidum,-123.134000000000000,43.901100000000000,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2005","1","14",2005-01-14,WGS84
"195","8406324",Geranium lucidum,-123.469999999999999,44.190800000000003,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2014","5","15",05-15-14,WGS84
"196","8406553",Geranium lucidum,-123.361999999999995,43.924700000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2004","11","17",2004-11-17,WGS84
"197","8406620",Geranium lucidum,-122.866000000000000,44.042000000000002,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2017","6","19",06-19-17,WGS84
"198","8406713",Geranium lucidum,-123.103999999999999,43.902299999999997,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2006","8","17",2006-08-17,WGS84
"199","8406783",Geranium lucidum,-123.372000000000000,43.851999999999997,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2014","6","19",06-19-14,WGS84
"200","8406828",Geranium lucidum,-122.872000000000000,43.771099999999997,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2015","9","28",09-28-15,WGS84
"201","8406896",Geranium lucidum,-123.715000000000003,44.278300000000002,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2016","9","21",09-21-16,WGS84
"202","8407287",Geranium lucidum,-123.528999999999996,43.318800000000003,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2005","6","13",2005-06-13,WGS84
"203","8407569",Geranium lucidum,-123.350999999999999,43.013100000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2016","4","22",04-22-16,WGS84
"204","8408825",Geranium lucidum,-123.355000000000004,45.343000000000004,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2010","1","13",2010-01-13,WGS84
"205","8408844",Geranium lucidum,-123.533000000000001,45.206000000000003,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2013","10","18",10-18-13,WGS84
"206","8408864",Geranium lucidum,-123.346000000000004,45.352100000000000,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2014","11","29",11-29-14,WGS84
"207","8409293",Geranium lucidum,-123.009000000000000,42.459299999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2017","4","20",04-20-17,WGS84
"208","8409956",Geranium lucidum,-123.646000000000001,44.300199999999997,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2016","9","19",09-19-16,WGS84
"209","8409979",Geranium lucidum,-123.516999999999996,44.471800000000002,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2016","6","30",06-30-16,WGS84
"210","8410030",Geranium lucidum,-123.524000000000001,44.473999999999997,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2016","6","30",06-30-16,WGS84
"211","8411235",Geranium lucidum,-123.576999999999998,45.229199999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2013","10","23",10-23-13,WGS84
"212","8411238",Geranium lucidum,-123.504999999999995,45.284199999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2013","11","20",11-20-13,WGS84
"213","8411240",Geranium lucidum,-123.536000000000001,45.281799999999997,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2013","11","20",11-20-13,WGS84
"214","8411241",Geranium lucidum,-123.566999999999993,45.219400000000000,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2013","10","23",10-23-13,WGS84
"215","8411242",Geranium lucidum,-123.513999999999996,45.232100000000003,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2013","10","29",10-29-13,WGS84
"216","8411243",Geranium lucidum,-123.527000000000001,45.281399999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2013","11","20",11-20-13,WGS84
"217","8411244",Geranium lucidum,-123.528999999999996,45.226900000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2013","10","29",10-29-13,WGS84
"218","8411258",Geranium lucidum,-123.585999999999999,45.234900000000003,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2013","11","24",11-24-13,WGS84
"219","8411273",Geranium lucidum,-123.500000000000000,45.238700000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2013","10","29",10-29-13,WGS84
"220","8411279",Geranium lucidum,-123.492000000000004,45.298999999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2013","11","20",11-20-13,WGS84
"221","8411488",Geranium lucidum,-123.269999999999996,43.888199999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2007","1","13",2007-01-13,WGS84
"222","8411511",Geranium lucidum,-122.876000000000005,43.767499999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2015","9","28",09-28-15,WGS84
"223","8411577",Geranium lucidum,-123.272000000000006,43.889499999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2015","6","23",06-23-15,WGS84
"224","8411833",Geranium lucidum,-123.439999999999998,43.890599999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2015","6","23",06-23-15,WGS84
"225","8412253",Geranium lucidum,-123.114000000000004,43.864899999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2006","8","17",2006-08-17,WGS84
"226","8412254",Geranium lucidum,-123.569000000000003,43.904200000000003,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2015","5","26",05-26-15,WGS84
"227","8412327",Geranium lucidum,-122.870000000000005,43.778500000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2015","9","28",09-28-15,WGS84
"228","8412381",Geranium lucidum,-123.469999999999999,43.767699999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2013","8","20",08-20-13,WGS84
"229","8412709",Geranium lucidum,-122.909000000000006,43.296199999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2013","7","30",07-30-13,WGS84
"230","8413243",Geranium lucidum,-123.165999999999997,43.508899999999997,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2016","6","21",06-21-16,WGS84
"231","8413891",Geranium lucidum,-123.305000000000007,45.264699999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2010","10","16",2010-10-16,WGS84
"232","8413907",Geranium lucidum,-123.501999999999995,45.194000000000003,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2014","10","27",10-27-14,WGS84
"233","8413913",Geranium lucidum,-123.548000000000002,45.205300000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2013","10","15",10-15-13,WGS84
"234","8414096",Geranium lucidum,-122.224000000000004,45.193399999999997,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2008","11","17",2008-11-17,WGS84
"235","8414457",Geranium lucidum,-122.207999999999998,45.191299999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2010","12","17",2010-12-17,WGS84
"236","8414504",Geranium lucidum,-122.168999999999997,45.182200000000002,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2010","12","17",2010-12-17,WGS84
"237","8414526",Geranium lucidum,-122.116000000000000,45.158700000000003,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2010","12","17",2010-12-17,WGS84
"238","8415042",Geranium lucidum,-123.034999999999997,42.252499999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2004","9","16",2004-09-16,WGS84
"239","8415060",Geranium lucidum,-123.037000000000006,42.258000000000003,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2004","9","16",2004-09-16,WGS84
"240","8416701",Geranium lucidum,-123.513000000000005,45.281399999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2013","11","20",11-20-13,WGS84
"241","8416822",Geranium lucidum,-123.097999999999999,43.897599999999997,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2006","8","17",2006-08-17,WGS84
"242","8417789",Geranium lucidum,-123.341999999999999,43.011099999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2016","4","22",04-22-16,WGS84
"243","8417858",Geranium lucidum,-123.150999999999996,43.489400000000003,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2015","5","27",05-27-15,WGS84
"244","8417912",Geranium lucidum,-123.305999999999997,43.025300000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2016","4","29",04-29-16,WGS84
"245","8418826",Geranium lucidum,-123.504000000000005,44.983800000000002,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2016","7","21",07-21-16,WGS84
"246","8418950",Geranium lucidum,-123.379000000000005,45.305999999999997,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2016","7","16",07-16-16,WGS84
"247","8419294",Geranium lucidum,-122.236999999999995,45.217399999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2011","5","17",2011-05-17,WGS84
"248","8419303",Geranium lucidum,-122.239000000000004,45.219700000000003,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2011","5","17",2011-05-17,WGS84
"249","8419315",Geranium lucidum,-122.244000000000000,45.222900000000003,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2011","5","17",2011-05-17,WGS84
"250","8419337",Geranium lucidum,-122.257999999999996,45.239199999999997,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2011","5","17",2011-05-17,WGS84
"251","8421341",Geranium lucidum,-123.259000000000000,44.028900000000000,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2016","6","23",06-23-16,WGS84
"252","8421363",Geranium lucidum,-123.052000000000007,43.962899999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2008","10","16",2008-10-16,WGS84
"253","8421617",Geranium lucidum,-123.257000000000005,44.028100000000002,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2016","6","23",06-23-16,WGS84
"254","8421685",Geranium lucidum,-123.022000000000006,44.091200000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2016","6","15",06-15-16,WGS84
"255","8421689",Geranium lucidum,-122.811000000000007,43.700200000000002,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2016","6","19",06-19-16,WGS84
"256","8421716",Geranium lucidum,-123.269000000000005,44.041600000000003,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2016","6","23",06-23-16,WGS84
"257","8421718",Geranium lucidum,-123.278999999999996,44.041400000000003,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2016","6","23",06-23-16,WGS84
"258","8421720",Geranium lucidum,-123.328000000000003,44.037199999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2016","6","23",06-23-16,WGS84
"259","8421755",Geranium lucidum,-123.218999999999994,44.041499999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2016","6","30",06-30-16,WGS84
"260","8421756",Geranium lucidum,-123.218000000000004,44.036900000000003,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2016","6","30",06-30-16,WGS84
"261","8421757",Geranium lucidum,-123.225999999999999,44.031599999999997,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2016","6","30",06-30-16,WGS84
"262","8421758",Geranium lucidum,-123.256000000000000,44.015300000000003,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2016","6","30",06-30-16,WGS84
"263","8421759",Geranium lucidum,-123.298000000000002,43.988799999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2016","6","30",06-30-16,WGS84
"264","8421760",Geranium lucidum,-123.302000000000007,43.987699999999997,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2016","6","30",06-30-16,WGS84
"265","8421761",Geranium lucidum,-123.290000000000006,44.023099999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2016","6","30",06-30-16,WGS84
"266","8421762",Geranium lucidum,-123.366000000000000,44.040399999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2016","6","30",06-30-16,WGS84
"267","8421771",Geranium lucidum,-123.111999999999995,44.015300000000003,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2007","12","16",2007-12-16,WGS84
"268","8421787",Geranium lucidum,-123.051000000000002,44.110999999999997,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2016","7","20",07-20-16,WGS84
"269","8421863",Geranium lucidum,-122.828000000000003,43.955399999999997,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2008","3","16",2008-03-16,WGS84
"270","8421897",Geranium lucidum,-122.947000000000003,43.778500000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2008","11","16",2008-11-16,WGS84
"271","8421898",Geranium lucidum,-122.938999999999993,43.771799999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2008","11","16",2008-11-16,WGS84
"272","8421904",Geranium lucidum,-122.900000000000006,43.762799999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2008","11","16",2008-11-16,WGS84
"273","8421905",Geranium lucidum,-122.908000000000001,43.773299999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2008","11","16",2008-11-16,WGS84
"274","8421924",Geranium lucidum,-123.054000000000002,43.721299999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2016","8","29",08-29-16,WGS84
"275","8421995",Geranium lucidum,-122.781999999999996,43.700600000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2016","6","19",06-19-16,WGS84
"276","8421996",Geranium lucidum,-122.932000000000002,44.033900000000003,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2016","6","27",06-27-16,WGS84
"277","8421997",Geranium lucidum,-122.841999999999999,43.956299999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2016","6","27",06-27-16,WGS84
"278","8422124",Geranium lucidum,-123.046999999999997,44.108800000000002,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2016","10","19",10-19-16,WGS84
"279","8422315",Geranium lucidum,-123.114000000000004,44.006000000000000,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2016","10","26",10-26-16,WGS84
"280","8422321",Geranium lucidum,-123.135999999999996,44.010199999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2016","10","26",10-26-16,WGS84
"281","8422387",Geranium lucidum,-124.061000000000007,43.893900000000002,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2016","10","31",10-31-16,WGS84
"282","8422447",Geranium lucidum,-123.022000000000006,43.967900000000000,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2004","6","17",2004-06-17,WGS84
"283","8422723",Geranium lucidum,-123.463999999999999,42.435400000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2005","3","16",2005-03-16,WGS84
"284","8424976",Geranium lucidum,-122.155000000000001,44.741799999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2017","5","22",05-22-17,WGS84
"285","8425915",Geranium lucidum,-122.643000000000001,43.831499999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2014","3","20",03-20-14,WGS84
"286","8425935",Geranium lucidum,-122.546000000000006,43.790500000000002,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2015","4","22",04-22-15,WGS84
"287","8426260",Geranium lucidum,-122.385000000000005,43.759000000000000,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2012","10","16",2012-10-16,WGS84
"288","8426267",Geranium lucidum,-122.224999999999994,43.883600000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2014","5","28",05-28-14,WGS84
"289","8426387",Geranium lucidum,-122.305000000000007,43.889200000000002,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2016","5","26",05-26-16,WGS84
"290","8426652",Geranium lucidum,-122.552999999999997,43.789200000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2013","6","24",06-24-13,WGS84
"291","8426698",Geranium lucidum,-122.600999999999999,43.834499999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2005","11","13",2005-11-13,WGS84
"292","8426957",Geranium lucidum,-122.543999999999997,43.787399999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2015","4","23",04-23-15,WGS84
"293","8427084",Geranium lucidum,-122.531999999999996,43.758600000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2016","12","22",12-22-16,WGS84
"294","8464095",Geranium lucidum,-122.153000000000006,45.159500000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2018","5","16",05-16-18,WGS84
"295","8464700",Geranium lucidum,-122.254999999999995,44.728200000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2018","5","31",05-31-18,WGS84
"296","8464710",Geranium lucidum,-122.188000000000002,44.720999999999997,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2006","7","18",2006-07-18,WGS84
"297","8465269",Geranium lucidum,-122.308000000000007,44.575699999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2004","1","18",2004-01-18,WGS84
"298","8465318",Geranium lucidum,-122.436000000000007,44.402299999999997,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2004","1","18",2004-01-18,WGS84
"299","8465328",Geranium lucidum,-122.391000000000005,44.399400000000000,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2018","5","24",05-24-18,WGS84
"300","8465331",Geranium lucidum,-122.116000000000000,44.696599999999997,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2018","5","24",05-24-18,WGS84
"301","8465913",Geranium lucidum,-122.465000000000003,43.930599999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2007","10","18",2007-10-18,WGS84
"302","8465914",Geranium lucidum,-122.507999999999996,43.960000000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2018","6","20",06-20-18,WGS84
"303","8465918",Geranium lucidum,-122.472999999999999,43.944699999999997,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2007","11","18",2007-11-18,WGS84
"304","8466333",Geranium lucidum,-123.963999999999999,45.020200000000003,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2018","5","14",05-14-18,WGS84
"305","8467142",Geranium lucidum,-124.093000000000004,42.233199999999997,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2006","6","18",2006-06-18,WGS84
"306","8474675",Geranium lucidum,-123.346000000000004,44.389899999999997,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2018","3","28",03-28-18,WGS84
"307","8474944",Geranium lucidum,-122.114000000000004,44.709000000000003,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2018","6","27",06-27-18,WGS84
"308","8475019",Geranium lucidum,-122.132999999999996,44.717500000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2018","6","27",06-27-18,WGS84
"309","8475020",Geranium lucidum,-122.195999999999998,44.694499999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2018","6","27",06-27-18,WGS84
"310","8475022",Geranium lucidum,-122.126999999999995,44.714399999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2018","6","27",06-27-18,WGS84
"311","8475634",Geranium lucidum,-122.870999999999995,45.771599999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2018","3","14",03-14-18,WGS84
"312","8475635",Geranium lucidum,-122.799000000000007,45.857199999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2018","3","16",03-16-18,WGS84
"313","8475639",Geranium lucidum,-122.867999999999995,45.772900000000000,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2018","3","14",03-14-18,WGS84
"314","8475643",Geranium lucidum,-122.814999999999998,45.851100000000002,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2018","5","16",05-16-18,WGS84
"315","8475650",Geranium lucidum,-122.864000000000004,45.759599999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2018","6","22",06-22-18,WGS84
"316","8496693",Geranium lucidum,-122.569270000000003,47.591329999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2006","5","20",2006-05-20,WGS84
"317","8497173",Geranium lucidum,-122.458349999999996,45.637360000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2006","10","20",2006-10-20,WGS84
"319","8930730",Geranium lucidum,-124.123000000000005,41.730100000000000,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2018","5","23",05-23-18,WGS84
"320","8978425",Geranium lucidum,-124.096000000000004,41.702500000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2018","5","22",05-22-18,WGS84
"322","9015269",Geranium lucidum,-124.147999999999996,41.733300000000000,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2017","7","30",07-30-17,WGS84
"323","9015272",Geranium lucidum,-124.138999999999996,41.722799999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2017","9","22",09-22-17,WGS84
"326","1",Geranium lucidum,-122.754782000000006,45.532364999999999,cdround,USA,PRESENT,"15",iNaturalist,https://www.inaturalist.org/observations/37198865,HUMAN_OBSERVATION,"2020","1","1",2020-01-01,WGS84
"328","3",Geranium lucidum,-123.082275999999993,43.986409000000002,cdround,USA,PRESENT,"151",iNaturalist,https://www.inaturalist.org/observations/37472480,HUMAN_OBSERVATION,"2020","1","9",2020-01-09,WGS84
"330","6",Geranium lucidum,-122.982082000000005,44.014957000000003,cdround,USA,PRESENT,"57",iNaturalist,https://www.inaturalist.org/observations/37831859,HUMAN_OBSERVATION,"2020","1","18",2020-01-18,WGS84
"331","9",Geranium lucidum,-122.954570000000004,44.002854999999997,NA,USA,PRESENT,"95",iNaturalist,https://www.inaturalist.org/observations/38133966,HUMAN_OBSERVATION,"2020","1","26",2020-01-26,WGS84
"333","12",Geranium lucidum,-122.445674999999994,45.781851000000003,cdround,USA,PRESENT,"7",iNaturalist,https://www.inaturalist.org/observations/37761678,HUMAN_OBSERVATION,"2020","1","5",2020-01-05,WGS84
"335","15",Geranium lucidum,-122.976342000000002,44.679015999999997,cdround,USA,PRESENT,"6",iNaturalist,https://www.inaturalist.org/observations/39019459,HUMAN_OBSERVATION,"2020","2","21",2020-02-21,WGS84
"338","19",Geranium lucidum,-122.986217999999994,45.501399999999997,"cdround,cudc",USA,PRESENT,"264",iNaturalist,https://www.inaturalist.org/observations/38281959,HUMAN_OBSERVATION,"2020","2","3",2020-02-03,WGS84
"341","23",Geranium lucidum,-123.021090000000001,45.234653999999999,cdround,USA,PRESENT,"5",iNaturalist,https://www.inaturalist.org/observations/38807644,HUMAN_OBSERVATION,"2020","2","18",2020-02-18,WGS84
"347","30",Geranium lucidum,-122.759668000000005,45.648052999999997,cdround,USA,PRESENT,"30",iNaturalist,https://www.inaturalist.org/observations/39444419,HUMAN_OBSERVATION,"2020","3","1",2020-03-01,WGS84
"352","39",Geranium lucidum,-122.857128000000003,43.995783000000003,cdround,USA,PRESENT,"18",iNaturalist,https://www.inaturalist.org/observations/40116860,HUMAN_OBSERVATION,"2020","3","5",2020-03-05,WGS84
"353","40",Geranium lucidum,-123.340247000000005,44.413449000000000,cdround,USA,PRESENT,"228",iNaturalist,https://www.inaturalist.org/observations/40118011,HUMAN_OBSERVATION,"2020","3","12",2020-03-12,WGS84
"354","41",Geranium lucidum,-123.269870999999995,44.578111000000000,cdround,USA,PRESENT,"17",iNaturalist,https://www.inaturalist.org/observations/40062433,HUMAN_OBSERVATION,"2020","3","14",2020-03-14,WGS84
"355","43",Geranium lucidum,-123.289349999999999,44.542853000000001,cdround,USA,PRESENT,"30",iNaturalist,https://www.inaturalist.org/observations/40213140,HUMAN_OBSERVATION,"2020","3","18",2020-03-18,WGS84
"356","47",Geranium lucidum,-122.930544999999995,43.786431000000000,cdround,USA,PRESENT,"56",iNaturalist,https://www.inaturalist.org/observations/40552030,HUMAN_OBSERVATION,"2020","3","22",2020-03-22,WGS84
"359","50",Geranium lucidum,-122.650417000000004,45.516550000000002,cdround,USA,PRESENT,"10",iNaturalist,https://www.inaturalist.org/observations/40564479,HUMAN_OBSERVATION,"2020","3","22",2020-03-22,WGS84
"361","52",Geranium lucidum,-122.153136000000003,47.329742000000003,cdround,USA,PRESENT,"6",iNaturalist,https://www.inaturalist.org/observations/39819340,HUMAN_OBSERVATION,"2020","3","10",2020-03-10,WGS84
"365","59",Geranium lucidum,-122.673424999999995,45.451028000000001,cdround,USA,PRESENT,"28",iNaturalist,https://www.inaturalist.org/observations/40912218,HUMAN_OBSERVATION,"2020","3","28",2020-03-28,WGS84
"366","60",Geranium lucidum,-123.272430000000000,44.568775000000002,NA,USA,PRESENT,"5",iNaturalist,https://www.inaturalist.org/observations/41545276,HUMAN_OBSERVATION,"2020","3","31",2020-03-31,WGS84
"370","64",Geranium lucidum,-123.102783000000002,44.000847000000000,cdround,USA,PRESENT,"10",iNaturalist,https://www.inaturalist.org/observations/40595575,HUMAN_OBSERVATION,"2020","3","23",2020-03-23,WGS84
"374","71",Geranium lucidum,-122.944652000000005,43.997914000000002,cdround,USA,PRESENT,"31",iNaturalist,https://www.inaturalist.org/observations/41279904,HUMAN_OBSERVATION,"2020","4","2",2020-04-02,WGS84
"377","75",Geranium lucidum,-123.339158999999995,44.600822999999998,cdround,USA,PRESENT,"20",iNaturalist,https://www.inaturalist.org/observations/41737402,HUMAN_OBSERVATION,"2020","4","8",2020-04-08,WGS84
"388","91",Geranium lucidum,-123.213303999999994,44.695878999999998,cdround,USA,PRESENT,"366",iNaturalist,https://www.inaturalist.org/observations/42218729,HUMAN_OBSERVATION,"2020","4","14",2020-04-14,WGS84
"398","102",Geranium lucidum,-123.080308000000002,44.855817000000002,cdround,USA,PRESENT,"10",iNaturalist,https://www.inaturalist.org/observations/41247990,HUMAN_OBSERVATION,"2020","4","1",2020-04-01,WGS84
