SciName,eventDate,year,fid,decimallon,decimallat,issues,countryCod,occurrence,coordinate,institutio,references,basisOfRec,month,day,geodeticDa,datasetNam,catalogNum,layer,path
Geranium lucidum,2017-08-23,2017,989,-2.453006,51.279765,fpwktinv,GBR,PRESENT,707.1,BRERC,NA,HUMAN_OBSERVATION,8,23,WGS84,NA,NA,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2017-08-09,2017,990,-2.424498,51.297855,fpwktinv,GBR,PRESENT,707.1,BRERC,NA,HUMAN_OBSERVATION,8,9,WGS84,NA,NA,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2017-09-26,2017,992,2.19743,48.45251,"gass84,colmano,inmano,fpwktinv",FRA,PRESENT,16,CardObs - UMS PatriNat,NA,HUMAN_OBSERVATION,9,26,WGS84,NA,NA,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2017-09-28,2017,993,-3.093965,52.893903,fpwktinv,GBR,PRESENT,707.1,SEDN,NA,HUMAN_OBSERVATION,9,28,WGS84,NA,NA,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2017-09-28,2017,994,-3.109056,52.902752,fpwktinv,GBR,PRESENT,707.1,SEDN,NA,HUMAN_OBSERVATION,9,28,WGS84,NA,NA,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2017-10-04,2017,996,12.470215,58.802786,"cdround,gass84",SWE,PRESENT,10,ArtDatabanken,NA,HUMAN_OBSERVATION,10,4,WGS84,NA,116327957,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2017-10-15,2017,997,7.390537,49.846287,"cdround,gass84,colmano,inmano",DEU,PRESENT,250,naturgucker,NA,HUMAN_OBSERVATION,10,15,WGS84,NA,1550497460,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2017-11-15,2017,1000,10.641955,59.509897,"cdround,gass84",NOR,PRESENT,5,nbf,NA,HUMAN_OBSERVATION,11,15,WGS84,Kartleggingsmidler Sabima,18410906,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2017-11-12,2017,1001,-2.379495,52.781472,fpwktinv,GBR,PRESENT,707.1,SEDN,NA,HUMAN_OBSERVATION,11,12,WGS84,NA,NA,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2017-12-25,2017,1002,-3.565092,50.67903,cdround,GBR,PRESENT,4,iNaturalist,https://www.inaturalist.org/observations/9257113,HUMAN_OBSERVATION,12,25,WGS84,iNaturalist research-grade observations,9257113,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2017-12-03,2017,1003,12.480618,58.777068,gass84,SWE,PRESENT,10,ArtDatabanken,NA,HUMAN_OBSERVATION,12,3,WGS84,NA,116327956,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-01-01,2016,1004,3.90518,44.96731,"gass84,colmano,inmano,fpwktinv",FRA,PRESENT,487,Non renseign�,NA,HUMAN_OBSERVATION,1,1,WGS84,NA,NA,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-01-29,2016,1005,9.00002,42.10861,"gass84,colmano,inmano,fpwktinv",FRA,PRESENT,500,IGN,NA,HUMAN_OBSERVATION,1,29,WGS84,NA,NA,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-02-24,2016,1007,-122.661727,45.469089,cdround,USA,PRESENT,5,iNaturalist,https://www.inaturalist.org/observations/2714434,HUMAN_OBSERVATION,2,24,WGS84,iNaturalist research-grade observations,2714434,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-02-03,2016,1008,8.78973,42.17574,"gass84,colmano,inmano,fpwktinv",FRA,PRESENT,500,IGN,NA,HUMAN_OBSERVATION,2,3,WGS84,NA,NA,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-02-25,2016,1009,9.05971,41.99674,"gass84,colmano,inmano,fpwktinv",FRA,PRESENT,500,IGN,NA,HUMAN_OBSERVATION,2,25,WGS84,NA,NA,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-02-02,2016,1010,8.83982,42.19067,"gass84,colmano,inmano,fpwktinv",FRA,PRESENT,500,IGN,NA,HUMAN_OBSERVATION,2,2,WGS84,NA,NA,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-02-15,2016,1011,-2.304552,52.664823,fpwktinv,GBR,PRESENT,707.1,SEDN,NA,HUMAN_OBSERVATION,2,15,WGS84,NA,NA,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-03-31,2016,1013,9.34218,42.33873,"gass84,colmano,inmano,fpwktinv",FRA,PRESENT,500,IGN,NA,HUMAN_OBSERVATION,3,31,WGS84,NA,NA,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-03-01,2016,1014,1.81089,44.54608,"gass84,colmano,inmano,fpwktinv",FRA,PRESENT,500,IGN,NA,HUMAN_OBSERVATION,3,1,WGS84,NA,NA,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-03-12,2016,1015,-0.436705,49.049525,"gass84,colmano,inmano,fpwktinv",FRA,PRESENT,62,CardObs - UMS PatriNat,NA,HUMAN_OBSERVATION,3,12,WGS84,NA,NA,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-03-20,2016,1016,2.682715,48.26226,"gass84,colmano,inmano,fpwktinv",FRA,PRESENT,5,CardObs - UMS PatriNat,NA,HUMAN_OBSERVATION,3,20,WGS84,NA,NA,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-03-09,2016,1017,3.91957,51.07033,,BEL,PRESENT,700,INBO,http://Waarnemingen.be,HUMAN_OBSERVATION,3,9,WGS84,FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region),5558360,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-03-29,2016,1018,-2.424321,52.817279,fpwktinv,GBR,PRESENT,707.1,SEDN,NA,HUMAN_OBSERVATION,3,29,WGS84,NA,NA,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-04-17,2016,1020,15.928667,41.706554,"cdround,gass84,colmano,inmano",ITA,PRESENT,250,naturgucker,NA,HUMAN_OBSERVATION,4,17,WGS84,NA,1910790187,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-04-18,2016,1021,16.061583,41.765629,"cdround,gass84,colmano,inmano",ITA,PRESENT,250,naturgucker,NA,HUMAN_OBSERVATION,4,18,WGS84,NA,-687249903,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-04-19,2016,1022,15.980773,41.796352,"cdround,gass84,colmano,inmano",ITA,PRESENT,250,naturgucker,NA,HUMAN_OBSERVATION,4,19,WGS84,NA,-1210716143,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-04-09,2016,1023,15.128571,37.821148,"cdround,gass84,colmano,inmano",ITA,PRESENT,250,naturgucker,NA,HUMAN_OBSERVATION,4,9,WGS84,NA,-991373067,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-04-16,2016,1024,8.623785,39.344791,"cdround,gass84,colmano,inmano",ITA,PRESENT,250,naturgucker,NA,HUMAN_OBSERVATION,4,16,WGS84,NA,1579413247,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-04-30,2016,1025,-7.71806,41.21582,,PRT,PRESENT,8,iNaturalist,https://www.inaturalist.org/observations/3366207,HUMAN_OBSERVATION,4,30,WGS84,iNaturalist research-grade observations,3366207,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-04-26,2016,1027,33.807154,44.594403,cdround,UKR,PRESENT,15,iNaturalist,https://www.inaturalist.org/observations/19652306,HUMAN_OBSERVATION,4,26,WGS84,iNaturalist research-grade observations,19652306,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-04-27,2016,1028,9.22294,42.56287,"gass84,colmano,inmano,fpwktinv",FRA,PRESENT,500,IGN,NA,HUMAN_OBSERVATION,4,27,WGS84,NA,NA,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-04-30,2016,1029,9.19003,42.0784,"gass84,colmano,inmano,fpwktinv",FRA,PRESENT,500,IGN,NA,HUMAN_OBSERVATION,4,30,WGS84,NA,NA,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-04-25,2016,1030,9.07148,42.51852,"gass84,colmano,inmano,fpwktinv",FRA,PRESENT,500,IGN,NA,HUMAN_OBSERVATION,4,25,WGS84,NA,NA,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-04-07,2016,1031,9.28267,42.45081,"gass84,colmano,inmano,fpwktinv",FRA,PRESENT,500,IGN,NA,HUMAN_OBSERVATION,4,7,WGS84,NA,NA,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-05-08,2016,1033,23.132553,41.191654,"cdround,gass84,colmano,inmano",GRC,PRESENT,250,naturgucker,NA,HUMAN_OBSERVATION,5,8,WGS84,NA,-1171236116,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-05-25,2016,1040,-1.29,40.12,"gass84,colmano,inmano",ESP,PRESENT,707,BDBCV,NA,HUMAN_OBSERVATION,5,25,WGS84,NA,1905317,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-05-22,2016,1041,-0.1,40.69,"gass84,colmano,inmano",ESP,PRESENT,707,BDBCV,NA,HUMAN_OBSERVATION,5,22,WGS84,NA,1937478,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-05-23,2016,1042,11.002121,51.734257,"cdround,gass84,colmano,inmano",DEU,PRESENT,250,naturgucker,NA,HUMAN_OBSERVATION,5,23,WGS84,NA,-1152568015,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-05-30,2016,1043,-123.266822,44.589642,cdround,USA,PRESENT,9,iNaturalist,https://www.inaturalist.org/observations/19050500,HUMAN_OBSERVATION,5,30,WGS84,iNaturalist research-grade observations,19050500,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-05-03,2016,1045,9.25213,42.39873,"gass84,colmano,inmano,fpwktinv",FRA,PRESENT,500,IGN,NA,HUMAN_OBSERVATION,5,3,WGS84,NA,NA,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-05-05,2016,1046,9.03136,42.59316,"gass84,colmano,inmano,fpwktinv",FRA,PRESENT,500,IGN,NA,HUMAN_OBSERVATION,5,5,WGS84,NA,NA,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-05-18,2016,1047,9.4232,42.40544,"gass84,colmano,inmano,fpwktinv",FRA,PRESENT,500,IGN,NA,HUMAN_OBSERVATION,5,18,WGS84,NA,NA,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-05-27,2016,1048,9.27199,42.36138,"gass84,colmano,inmano,fpwktinv",FRA,PRESENT,500,IGN,NA,HUMAN_OBSERVATION,5,27,WGS84,NA,NA,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-05-26,2016,1049,9.12009,42.10095,"gass84,colmano,inmano,fpwktinv",FRA,PRESENT,500,IGN,NA,HUMAN_OBSERVATION,5,26,WGS84,NA,NA,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-05-02,2016,1050,9.05143,42.55584,"gass84,colmano,inmano,fpwktinv",FRA,PRESENT,500,IGN,NA,HUMAN_OBSERVATION,5,2,WGS84,NA,NA,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-05-23,2016,1051,9.33313,42.46551,"gass84,colmano,inmano,fpwktinv",FRA,PRESENT,500,IGN,NA,HUMAN_OBSERVATION,5,23,WGS84,NA,NA,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-05-14,2016,1053,4.44804,51.40374,,BEL,PRESENT,700,INBO,http://Waarnemingen.be,HUMAN_OBSERVATION,5,14,WGS84,FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region),5461261,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-05-12,2016,1054,-7.288347,41.340451,"cdround,colmano,inmano",PRT,PRESENT,5,EDP,NA,HUMAN_OBSERVATION,5,12,WGS84,EDP Foz-Tua: Vascular Plants - Ecological & Complementary Measures Monitoring Programs � Construction Phase II (2015-2016) & Flooding  Phase [2016-2017],21477,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-05-12,2016,1063,-7.393367,41.280432,"cdround,colmano,inmano",PRT,PRESENT,5,EDP,NA,HUMAN_OBSERVATION,5,12,WGS84,EDP Foz-Tua: Vascular Plants - Ecological & Complementary Measures Monitoring Programs � Construction Phase II (2015-2016) & Flooding  Phase [2016-2017],158757,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-05-12,2016,1068,-7.295227,41.333955,"cdround,colmano,inmano",PRT,PRESENT,5,EDP,NA,HUMAN_OBSERVATION,5,12,WGS84,EDP Foz-Tua: Vascular Plants - Ecological & Complementary Measures Monitoring Programs � Construction Phase II (2015-2016) & Flooding  Phase [2016-2017],39573,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-05-11,2016,1069,-7.358128,41.328317,"cdround,colmano,inmano",PRT,PRESENT,5,EDP,NA,HUMAN_OBSERVATION,5,11,WGS84,EDP Foz-Tua: Vascular Plants - Ecological & Complementary Measures Monitoring Programs � Construction Phase II (2015-2016) & Flooding  Phase [2016-2017],66405,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-05-10,2016,1070,-7.366944,41.30159,"cdround,colmano,inmano",PRT,PRESENT,5,EDP,NA,HUMAN_OBSERVATION,5,10,WGS84,EDP Foz-Tua: Vascular Plants - Ecological & Complementary Measures Monitoring Programs � Construction Phase II (2015-2016) & Flooding  Phase [2016-2017],77013,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-05-11,2016,1075,-7.374119,41.32954,"cdround,colmano,inmano",PRT,PRESENT,5,EDP,NA,HUMAN_OBSERVATION,5,11,WGS84,EDP Foz-Tua: Vascular Plants - Ecological & Complementary Measures Monitoring Programs � Construction Phase II (2015-2016) & Flooding  Phase [2016-2017],90117,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-05-20,2016,1083,-2.760242,52.509945,fpwktinv,GBR,PRESENT,707.1,SEDN,NA,HUMAN_OBSERVATION,5,20,WGS84,NA,NA,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-05-25,2016,1084,-2.973259,52.814046,fpwktinv,GBR,PRESENT,707.1,SEDN,NA,HUMAN_OBSERVATION,5,25,WGS84,NA,NA,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-05-25,2016,1085,-2.945883,52.817413,fpwktinv,GBR,PRESENT,70.7,SEDN,NA,HUMAN_OBSERVATION,5,25,WGS84,NA,NA,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-05-27,2016,1086,-3.10768,52.848826,fpwktinv,GBR,PRESENT,707.1,SEDN,NA,HUMAN_OBSERVATION,5,27,WGS84,NA,NA,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-06-28,2016,1087,3.74861,51.05158,refuriiv,BEL,PRESENT,700,INBO,NA,HUMAN_OBSERVATION,6,28,WGS84,FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region),4577486,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-06-12,2016,1088,10.843935,51.568802,"cdround,gass84,colmano,inmano",DEU,PRESENT,250,naturgucker,NA,HUMAN_OBSERVATION,6,12,WGS84,NA,2075099202,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-06-09,2016,1090,12.397568,58.821975,gass84,SWE,PRESENT,50,ArtDatabanken,NA,HUMAN_OBSERVATION,6,9,WGS84,NA,100215732,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-06-05,2016,1091,17.057354,59.013628,"cdround,gass84",SWE,PRESENT,10,ArtDatabanken,NA,HUMAN_OBSERVATION,6,5,WGS84,NA,100306557,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-06-29,2016,1093,13.206672,55.721602,"cdround,gass84",SWE,PRESENT,25,ArtDatabanken,NA,HUMAN_OBSERVATION,6,29,WGS84,NA,105461829,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-06-19,2016,1094,10.627411,59.701287,"cdround,gass84",NOR,PRESENT,100,nbf,NA,HUMAN_OBSERVATION,6,19,WGS84,NA,14831838,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-06-06,2016,1095,5.16785,44.82205,"cdround,gass84,colmano,inmano,fpwktinv",FRA,PRESENT,417,CardObs - UMS PatriNat,NA,HUMAN_OBSERVATION,6,6,WGS84,NA,NA,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-06-06,2016,1096,-123.059578,44.994062,cdround,USA,PRESENT,419,iNaturalist,https://www.inaturalist.org/observations/38365964,HUMAN_OBSERVATION,6,6,WGS84,iNaturalist research-grade observations,38365964,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-06-01,2016,1097,-1.834059,51.759319,fpwktinv,GBR,PRESENT,70.7,NT,NA,HUMAN_OBSERVATION,6,NA,WGS84,NA,NA,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-06-26,2016,1100,-2.812994,51.367737,fpwktinv,GBR,PRESENT,707.1,BRERC,NA,HUMAN_OBSERVATION,6,26,WGS84,NA,NA,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-07-03,2016,1102,14.683646,58.195559,gass84,SWE,PRESENT,100,ArtDatabanken,NA,HUMAN_OBSERVATION,7,3,WGS84,NA,100547948,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-07-22,2016,1104,14.22131,55.616305,"cdround,gass84",SWE,PRESENT,100,ArtDatabanken,NA,HUMAN_OBSERVATION,7,22,WGS84,NA,100820855,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-07-18,2016,1106,17.051821,58.789946,gass84,SWE,PRESENT,25,ArtDatabanken,NA,HUMAN_OBSERVATION,7,18,WGS84,NA,102292748,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-07-30,2016,1107,2.95892,51.22461,refuriiv,BEL,PRESENT,700,INBO,NA,HUMAN_OBSERVATION,7,30,WGS84,FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region),4678099,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-07-06,2016,1108,-2.438755,51.288811,fpwktinv,GBR,PRESENT,707.1,BRERC,NA,HUMAN_OBSERVATION,7,6,WGS84,NA,NA,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-08-23,2016,1109,-2.484619,51.55838,fpwktinv,GBR,PRESENT,707.1,BRERC,NA,HUMAN_OBSERVATION,8,23,WGS84,NA,NA,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-09-04,2016,1112,4.60556,51.29566,refuriiv,BEL,PRESENT,700,INBO,NA,HUMAN_OBSERVATION,9,4,WGS84,FLORABANK 1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region),4595346,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-10-05,2016,1116,150.910408,-34.309649,,AUS,PRESENT,220,"NSW Dept of Planning, Industry and Environment",https://biocache.ala.org.au/occurrences/6c30a5b5-bf5a-464a-a005-2eb0b9bb574e,HUMAN_OBSERVATION,10,5,WGS84,NA,SJJSI0615445,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-10-02,2016,1119,-2.474922,52.626955,fpwktinv,GBR,PRESENT,70.7,SEDN,NA,HUMAN_OBSERVATION,10,2,WGS84,NA,NA,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
Geranium lucidum,2016-10-11,2016,1120,-2.662944,52.897091,fpwktinv,GBR,PRESENT,707.1,SEDN,NA,HUMAN_OBSERVATION,10,11,WGS84,NA,NA,GBIF Geranium points,C:\Users\Delia Anderson\Desktop\Geranium map materials\Shapefiles\GBIF Geranium points.shp|layername=GBIF Geranium points
